first_name,middle_name,last_name,fourth,fifth,sixth,seventh,eighth,0.0000
Orglimp,2mg,Tablet,,,,,,0.4843
Oncef,1gm,Injection,,,,,,0.0206
Tazofirst,1000mg/125mg,Injection,,,,,,0.0853
Maxxgesic,MR,250mg/50mg/325mg,Tablet,,,,,0.7120
Goldtaz,4000,mg/500,mg,Injection,,,,0.6806
Glomela,Cream,,,,,,,0.9135
Fimagen,60,Tablet,,,,,,0.7875
Micfox,100mg,Tablet,,,,,,0.0665
Norgatin,400mg,Tablet,,,,,,0.4699
Euroscab,Lotion,,,,,,,0.4214
Ibipolid,1mg,Capsule,,,,,,0.7939
Glybza,1000,Tablet,PR,,,,,0.0629
Troxit,150mg,Tablet,,,,,,0.9534
Dicofen,AQ,75mg,Injection,,,,,0.0709
Novohib,Injection,,,,,,,0.7873
Topirol,50,Tablet,,,,,,0.6822
Droflam,80mg/250mg,Tablet,,,,,,0.7021
Tenformin,Duo,500,Tablet,PR,,,,0.7170
Opthomycin,Plus,Eye,Drop,,,,,0.8312
Shiglim,M,1mg/500mg,Tablet,SR,,,,0.3415
Carboteen,450mg,Injection,,,,,,0.8376
Palica,OD,3mg,Tablet,,,,,0.2825
Pazero,20mg,Tablet,,,,,,0.4301
Naftomax,75,Tablet,,,,,,0.5695
Bluclox,250,mg/250,mg,Capsule,,,,0.0174
Triacute,40,Injection,,,,,,0.5065
Glizid,80,Tablet,,,,,,0.2043
DP-Spas,Tablet,,,,,,,0.4429
Krogest,200mg,Capsule,,,,,,0.7812
Trilith,450mg,Tablet,SR,,,,,0.7291
KLOTY,250MG,TABLET,,,,,,0.6349
Unitram,P,500mg/50mg,Tablet,,,,,0.0530
Gemoclav,500mg/125mg,Tablet,,,,,,0.0708
Farizyme,Tablet,,,,,,,0.6389
Zarika,6mg,Tablet,,,,,,0.7057
Powerman,50mg,Tablet,,,,,,0.0844
Etilof,Plus,0.5mg/5mg,Tablet,,,,,0.7139
Gatica,200mg,Tablet,,,,,,0.7573
Gatil,200mg,Tablet,,,,,,0.2789
Peripan-DSR,Capsule,,,,,,,0.0503
Predmet,8mg,Tablet,,,,,,0.3798
Keshgaine,Solution,,,,,,,0.7492
Axovir,800mg,Tablet,,,,,,0.0885
Morine,N,500mg/150mg,Tablet,,,,,0.7326
Anaspas,Tablet,,,,,,,0.1494
Biogene,Tablet,,,,,,,0.5420
Rossthral,500mg,Capsule,,,,,,0.6922
Olaxi,200mg,Tablet,,,,,,0.6873
Daclor,500mg,Capsule,,,,,,0.2689
Monocef-O,CV,DT,Tablet,,,,,0.1215
Pantozade,D,10mg/40mg,Tablet,,,,,0.7951
Amikamed,250mg,Injection,,,,,,0.8621
Pansco,40mg,Injection,,,,,,0.8814
Triglimet,V,1mg/500mg/0.2mg,Tablet,,,,,0.0544
Prototron,40mg,Tablet,,,,,,0.2836
Betmox,250mg,Tablet,DT,,,,,0.7829
Pregfit,400mg,Capsule,,,,,,0.4738
Cefvus,AZ,200mg/250mg,Tablet,,,,,0.1455
Carvigal,6.25mg,Tablet,,,,,,0.4034
Pdcef,250,Tablet,,,,,,0.2226
Lakmet,25mg,Tablet,XL,,,,,0.8579
I,Glow,Night,Cream,,,,,0.0056
Olmesar,CH,40,Tablet,,,,,0.0399
Polyactin,Syrup,,,,,,,0.9869
Febuwel,80mg,Tablet,,,,,,0.6179
Lobet,100mg,Injection,,,,,,0.8871
Racy,100mg,Capsule,,,,,,0.1274
Deflaspan,6mg,Tablet,,,,,,0.6610
Vivamet,1mg/500mg,Tablet,,,,,,0.3980
Dicnos,75mg,Injection,,,,,,0.0373
Rabkey,Plus,75mg/20mg,Capsule,,,,,0.0055
Trifix,200mg,Tablet,,,,,,0.9231
Etizoram,Plus,0.5,mg/10,mg,Tablet,,,0.1142
Cefga,CS,1000mg/500mg,Injection,,,,,0.9476
Dolcin,5mg,Tablet,,,,,,0.2986
Zeraz,500mg,Tablet,,,,,,0.8374
Rabizena,20mg,Tablet,,,,,,0.8651
Pantones,40mg,Injection,,,,,,0.5638
ISO,10MG,TABLET,,,,,,0.3274
Zoftax,O,50mg,Tablet,DT,,,,0.6254
Orant,200mg,Tablet,,,,,,0.2590
Dynamet,1000mg,Tablet,SR,,,,,0.2274
Wancocit,500,Tablet,,,,,,0.7006
Betadix,300mg/200mg,Tablet,,,,,,0.7211
Moxigram,Eye,Drop,,,,,,0.5237
Maxina,100mg,Injection,,,,,,0.9175
Rtsunate,120mg,Injection,,,,,,0.0094
Droxilite,KID,250mg,Tablet,,,,,0.2167
Moximed,D,250mg/250mg,Capsule,,,,,0.9411
Leflox,500mg,Tablet,,,,,,0.7865
Etotan,50mg,Tablet,,,,,,0.1814
Amoxim,200mg,Tablet,,,,,,0.6623
Pregamyth,750mcg/75mg,Capsule,,,,,,0.1247
Moxipil,CV,500,mg/125,mg,Tablet,,,0.0773
Geflox,200mg,Tablet,,,,,,0.5945
Oladel,Plus,20mg/5mg,Tablet,,,,,0.0283
Triopar,20,Capsule,,,,,,0.5990
Equitrol,250mg,Capsule,,,,,,0.9854
Itaza,200mg,Capsule,,,,,,0.3104
Mosafe,2.5mg,Tablet,,,,,,0.5736
Amoxytop,500mg,Capsule,,,,,,0.7303
Asoride,M,2mg/500mg,Tablet,,,,,0.9300
Preva,Gold,10,Capsule,,,,,0.9005
Floxo,200mg,Tablet,,,,,,0.3101
Rabetac,20mg,Injection,,,,,,0.8118
Dexim,LB,Syrup,,,,,,0.5597
Podcef,100mg,Tablet,,,,,,0.6151
Telhan,H,40mg/12.5mg,Tablet,,,,,0.9250
Bisomax,2.5,Tablet,,,,,,0.3544
Odospi,100mg,Tablet,,,,,,0.1143
Nebiact,5mg,Tablet,,,,,,0.4004
Azidence,500mg,Tablet,,,,,,0.4834
Orocef,Dry,Syrup,,,,,,0.5995
Raymoxy,250mg,Capsule,,,,,,0.9293
Cenoza,75mg,Tablet,,,,,,0.0827
Topik,25mg,Tablet,,,,,,0.0872
Logoclav,Syrup,,,,,,,0.8046
Arasid,1000mg,Injection,,,,,,0.1031
Hefix,100,Tablet,DT,,,,,0.4426
Panta,40mg,Tablet,,,,,,0.4604
Rabepace,D,Capsule,,,,,,0.1245
STF,500mg/125mg,Tablet,,,,,,0.9866
Affopride,1mg,Tablet,,,,,,0.8624
Nutlevo,500mg,Tablet,,,,,,0.0767
Hygest,500mg,Injection,,,,,,0.8721
Tranofast,MF,Tablet,,,,,,0.1667
Clohex,Mouth,Wash,,,,,,0.8384
Amvio,5mg,Tablet,,,,,,0.6405
Betacor,16mg,Tablet,,,,,,0.1723
Torxime,200mg,Tablet,,,,,,0.2699
Urivoid,Tablet,,,,,,,0.2358
Eulactin,4mg,Tablet,,,,,,0.0822
Dibact,500,mg/62.5,mg,Injection,,,,0.4300
Decol,500mg,Capsule,,,,,,0.7986
Cefdipar,Dry,Syrup,,,,,,0.4597
Ramidil,H,2.5mg/12.5mg,Tablet,,,,,0.7070
Micabal,Plus,Capsule,,,,,,0.9652
Tycil,50mg,Tablet,,,,,,0.2024
Vivax,25mg,Tablet,,,,,,0.7617
Azid,250mg,Tablet,,,,,,0.8489
Prolia,Solution,for,Injection,,,,,0.0483
Confect,OZ,Oral,Suspension,,,,,0.9194
Molan,15mg,Capsule,,,,,,0.8620
Flexi,4mg,Injection,,,,,,0.0212
Tycil,100mg,Tablet,DT,,,,,0.7364
Albutas,20%,Injection,,,,,,0.7323
Granivib,Injection,,,,,,,0.2220
Ofina,200mg,Tablet,,,,,,0.7318
Ira,Plus,2mg/25mg,Tablet,,,,,0.6771
Talnex,100mg,Injection,,,,,,0.9197
Integ,MR,Tablet,,,,,,0.6126
Colizen,1MIU,Injection,,,,,,0.6869
Fastcort,6mg,Tablet,,,,,,0.5589
Oflid,O,200mg/500mg,Tablet,,,,,0.9941
Celparin,25000IU,Injection,,,,,,0.6130
Audicef,50mg,Dry,Syrup,,,,,0.6661
NUTAM,FORTE,500,MG/1200,MG,TABLET,,,0.1758
Adenosine,3mg,Injection,,,,,,0.4346
Cefudoss,500mg,Tablet,,,,,,0.7151
Desveren,50,Tablet,ER,,,,,0.3878
Deburrow,5%,Lotion,,,,,,0.2855
Brutaflam,90mg,Tablet,,,,,,0.2799
Levotus,500mg,Tablet,,,,,,0.6617
Infurox,250,Tablet,,,,,,0.4158
Endoglim,M,2mg/1000mg,Tablet,,,,,0.0955
Decagrace,25mg,Injection,,,,,,0.5430
Novaride,1mg,Tablet,,,,,,0.6794
Boosticilline,4000,mg/500,mg,Injection,,,,0.2977
Gencin,B,Eye,Drop,,,,,0.4781
Hyphoral,Tablet,,,,,,,0.3127
Emdrot,80mg/250mg,Tablet,,,,,,0.3703
Rabviv,LS,75mg/20mg,Capsule,,,,,0.7582
Eurezole,LS,75mg/20mg,Capsule,,,,,0.8044
Comptil,5mg,Tablet,,,,,,0.3230
Lupiplax,Tablet,,,,,,,0.3168
Nulcer,Mps,Syrup,,,,,,0.5450
Furoxetil,250mg,Tablet,,,,,,0.8655
Resochin,64.5mg,Injection,,,,,,0.3489
Ostodec,Tablet,,,,,,,0.0492
Gabantin,100,Capsule,,,,,,0.2979
Neosol,Forte,25mg,Tablet,,,,,0.8351
Rinex,450mg/300mg,Tablet,,,,,,0.4556
Framik,100mg,Injection,,,,,,0.9288
Xepenta,D,30mg/40mg,Capsule,,,,,0.7563
Esorid,Mps,125,mg/10,mg,Tablet,,,0.4969
GF,200mg,Tablet,,,,,,0.8985
Orceft,1000mg,Injection,,,,,,0.3836
Atrarab,20mg,Injection,,,,,,0.6157
Wormin,A,200mg,Suspension,,,,,0.0145
Xenicol-PD,Eye/Ear,Drops,,,,,,0.1767
Amoxonclav,500mg/125mg,Tablet,,,,,,0.2391
Pantazole,DSR,Capsule,,,,,,0.9711
Glitaray,M,Plus,2mg,Tablet,,,,0.2693
Amlosafe,5,Tablet,,,,,,0.8774
Mupitret,Cream,,,,,,,0.8918
Zenpod,200mg,Tablet,DT,,,,,0.4799
Esiwel,Plus,0.5mg/10mg,Tablet,,,,,0.0932
Leclex-O,Oral,Suspension,,,,,,0.7680
Cefuromed,1500mg,Injection,,,,,,0.6162
Atormin,100mg,Tablet,,,,,,0.1563
Sparovir,200mg,Tablet,,,,,,0.8222
Geeprim,MF,Forte,1mg/1000mg,Tablet,,,,0.5115
Gatisafe,400mg,Tablet,,,,,,0.0260
Fenocard,20mg,Tablet,,,,,,0.2465
Scribnor,M,1500mcg/75mg,Tablet,SR,,,,0.7207
Alphavog,0.3mg,Tablet,,,,,,0.2022
Lexilid,600mg,Tablet,,,,,,0.9914
Histac,150,Tablet,,,,,,0.0975
Gmero,1000mg,Injection,,,,,,0.7705
Novex,DS,Tablet,,,,,,0.2833
Ampoxin,Dry,syrup,,,,,,0.4922
FAIR,&,LOVELY,CREAM,25GM,,,,0.8663
Solocip,500mg,Tablet,,,,,,0.5297
Telemimak,40mg,Tablet,,,,,,0.4554
Etorpin,120,Tablet,,,,,,0.3589
B3Cure,250mg,Tablet,,,,,,0.3284
Somepra,D,10mg/20mg,Capsule,,,,,0.2992
DABUR,ABHAYARISHTA,SYRUP,450ML,,,,,0.5263
Cefti,TZ,250mg/31.25mg,Injection,,,,,0.0027
Shotrab,D,10mg/20mg,Tablet,,,,,0.4532
Quitsure,4mg,Chewing,Gums,,,,,0.6519
Riazith,Oral,Suspension,,,,,,0.2247
Celexa,10mg,Tablet,,,,,,0.8378
Toroflox,200mg,Tablet,,,,,,0.1548
Sildoo,4,Capsule,,,,,,0.9029
Glimetrol,2mg,Tablet,,,,,,0.5301
Angiblock,10mg,Capsule,,,,,,0.1086
Glimton,M,Forte,3mg/1000mg,Tablet,,,,0.3083
Indirab,2.5IU,Injection,,,,,,0.0475
Clavoxin,Dry,Syrup,,,,,,0.2825
Cromus,Forte,Ointment,,,,,,0.5233
Eftrio,T,1000mg/125mg,Injection,,,,,0.5390
Seclofen,DR,80mg/100mg,Capsule,,,,,0.7511
Gleam,2mg,Tablet,,,,,,0.9125
Alporate,200mg,Tablet,,,,,,0.9009
Altacef,500,Tablet,,,,,,0.3427
Nicotex,4mg,with,Teeth,Whitening,Mint,Plus,,0.4626
ZYNTAP,50,MG,TABLET,,,,,0.4102
Tripiomed,2,mg/500,mg/7.5,mg,Tablet,SR,,0.6328
Hacbac,CV,500mg/125mg,Tablet,,,,,0.7680
MASDIL,BD,180MG,TABLET,,,,,0.4622
Chymotech,BR,Plus,Tablet,,,,,0.1280
Naltima,50,Tablet,,,,,,0.2886
Septaflam,Tablet,,,,,,,0.7428
Storax,PR,Tablet,,,,,,0.9809
Nebicip,2.5,Tablet,,,,,,0.2928
Sezon,1000mg,Injection,,,,,,0.6078
Menostat,250mg/250mg,Tablet,,,,,,0.0151
Proze,40mg,Tablet,,,,,,0.4163
Dotson,4mg,Injection,,,,,,0.8269
Vatison,16mg,Tablet,,,,,,0.7871
Maglin,50mg,Capsule,,,,,,0.3805
Troypofol,Injection,,,,,,,0.5158
Cosklot,250mg,Injection,,,,,,0.7564
Ulsol,40mg,Tablet,,,,,,0.8395
Hytos,1500mg,Injection,,,,,,0.4654
Deptune,5mg,Tablet,,,,,,0.1587
A,Lol,50mg,Tablet,,,,,0.0240
Jeprab,20mg,Tablet,,,,,,0.2338
Wecure,750mg,Tablet,,,,,,0.9508
Fexip,100mg,Tablet,DT,,,,,0.4561
Etoclav,250mg/50mg,Injection,,,,,,0.4957
Nistear,Eye,Drop,,,,,,0.3633
Esjor-LS,Capsule,,,,,,,0.0833
Exidil,2%,Solution,,,,,,0.7783
Unitrex,375,Tablet,,,,,,0.8611
Hyprosol,Injection,,,,,,,0.4645
Lupithral,200mg/5ml,Suspension,Mango,,,,,0.2641
Rosugoal,Trio,20,Tablet,,,,,0.4127
Cadrob,D,10mg/20mg,Tablet,,,,,0.3677
Cdef,200mg,Tablet,DT,,,,,0.7807
Graftide-S,360,Tablet,DR,,,,,0.4826
Ridcer,300mg,Tablet,,,,,,0.7302
Vildalog,M,1000mg/50mg,Tablet,,,,,0.8528
Octicef,O,50mg,Syrup,,,,,0.1338
Suhagra,Force,50mg/30mg,Tablet,,,,,0.6171
Cotrip,75mg,Tablet,,,,,,0.7824
Pizamax,500mg,Tablet,,,,,,0.2871
Bravia-D,Tablet,,,,,,,0.1240
Mucaine,Gel,Orange,,,,,,0.2849
Benther,AL,DS,Tablet,,,,,0.3304
AC,Tablet,,,,,,,0.6874
Piozone,M,15,Tablet,SR,,,,0.6540
Epileptal,150mg,Tablet,,,,,,0.7381
Consivas,Gold,20,Capsule,,,,,0.7646
Lamriga,OD,100mg,Tablet,,,,,0.5553
Nucid,O,Syrup,,,,,,0.0610
Itracyp,100mg,Capsule,,,,,,0.8614
Dubnor,5mg,Tablet,,,,,,0.9458
Ofrex,O,50mg/5ml/125mg/5ml,Suspension,,,,,0.5511
Citimac,4mg,Injection,,,,,,0.8252
Mostika,Plus,Eye,Drop,,,,,0.4897
Olfi,O,Suspension,,,,,,0.8258
Oflotin,Tablet,,,,,,,0.1364
Bactpar,125mg,Oral,Suspension,,,,,0.1742
Mexcelol,25mg,Tablet,,,,,,0.8000
Sipar,200mg,Tablet,,,,,,0.5786
Levoshan,500mg,Tablet,,,,,,0.6083
Leemol,Plus,250mg/5ml,Syrup,,,,,0.4970
Losar-CH,12.5,Tablet,,,,,,0.7074
Lilmantro,1mg,Tablet,,,,,,0.0409
Adroglare,1mg,Injection,,,,,,0.7997
Lisace,2.5mg,Tablet,,,,,,0.7501
Jagnor,200mg,Tablet,,,,,,0.1738
Dyno,500mg,Injection,,,,,,0.1396
Biocof,Mint,Syrup,60ml,,,,,0.7751
Otzup-MD,2.5,Tablet,,,,,,0.8936
Gallypride,P,15mg/500mg,Tablet,,,,,0.2410
Pari,10,Tablet,,,,,,0.2823
Midol,100mg,Injection,,,,,,0.5057
Aphexine,O,200mg/200mg,Tablet,,,,,0.8173
Calcileap,Injection,,,,,,,0.4807
Emoxet,12.5mg,Tablet,CR,,,,,0.0103
Sungat,200mg,Tablet,,,,,,0.3130
Procart,M,Tablet,,,,,,0.8087
Dicorate,ER,500,Tablet,,,,,0.9358
Zicfi,TZ,1000mg/125mg,Injection,,,,,0.6856
Stalmox,250mg,Capsule,,,,,,0.7726
Ukoric,100,Tablet,,,,,,0.1777
PPD,10mg/40mg,Capsule,,,,,,0.2077
Vitor,CX,100mg/100mg,Tablet,,,,,0.1701
Adeno,S,400mg,Tablet,,,,,0.2609
Aziber,Kid,100mg,Tablet,,,,,0.9104
Telapp,80mg,Tablet,,,,,,0.8115
Forcef,500mg,Injection,,,,,,0.6850
Pioran,GM,1mg/500mg/15mg,Tablet,,,,,0.7076
Nilconorm,PG,2,Tablet,,,,,0.9557
Pdlin,500mg/125mg,Tablet,,,,,,0.9717
Cefcare,250mg,Injection,,,,,,0.4405
Hmg,SP,75IU,Injection,,,,,0.3077
Synpirox,Cream,,,,,,,0.0368
Esrox,500mg,Tablet,,,,,,0.1397
Cefaxil,500mg,Injection,,,,,,0.2791
GMP,2,Tablet,SR,,,,,0.2247
Nefzon,T,Injection,,,,,,0.2633
Linovid,600mg,Tablet,,,,,,0.0834
Piorest,7.5mg,Tablet,,,,,,0.0528
Glistroma,20mg,Capsule,,,,,,0.2989
Alencit,Plus,500mg/800mg,Tablet,,,,,0.2018
Spasdic,Oral,Drops,,,,,,0.7329
Esmodru,40mg,Injection,,,,,,0.2824
Bisopil,5,Tablet,,,,,,0.4483
Safetelmi,80,Tablet,,,,,,0.2318
Jythro,500mg,Tablet,,,,,,0.6066
Panveda,40mg,Tablet,,,,,,0.4101
Kit,Kat,Suspension,,,,,,0.0444
Aglodom,10mg,Tablet,,,,,,0.7596
Oroz,OZ,200mg/500mg,Tablet,,,,,0.2936
Nbcin,100mg,Injection,,,,,,0.2011
Orglimet,80mg/500mg,Tablet,,,,,,0.7305
Itraking,200mg,Capsule,,,,,,0.5768
Coralan,5mg,Tablet,,,,,,0.8725
Ombio-D,Capsule,,,,,,,0.0871
Mcrotel,M,40mg/25mg,Tablet,,,,,0.2272
Rantop,Syrup,Mango,,,,,,0.1268
Ntn,200mg,Injection,,,,,,0.2753
Cefipower,400mg/400mg,Tablet,,,,,,0.1751
Cbs,0.05%,Cream,,,,,,0.3879
Newsulf,Sprinkling,Powder,,,,,,0.5120
Omniflox,CT,Tablet,,,,,,0.5002
Moxxil,Duo,DS,Dry,Syrup,,,,0.8531
Dione,75mg,Injection,,,,,,0.1898
Omtax,1000mg,Injection,,,,,,0.2054
Angizem,DP,120,Capsule,MR,,,,0.1729
Panzid-D,Tablet,,,,,,,0.8067
Kinvin,500mg,Injection,,,,,,0.3498
P2N,40mg,Tablet,,,,,,0.0741
Joynap,1mg,Tablet,,,,,,0.2139
Fiximax,DX,200mg/500mg,Tablet,,,,,0.6840
D-Cob,GP,300mg/500mcg,Tablet,,,,,0.1939
Rezox,20mg,Injection,,,,,,0.9928
Zidif,250mg,Injection,,,,,,0.9000
Eldyne,AQ,75mg,Injection,,,,,0.4069
Stub,DSR,Capsule,,,,,,0.1447
Rolin-D,10mg/20mg,Tablet,,,,,,0.4280
Cardibeta,XR,25,Tablet,,,,,0.9316
Trubest,8mg,Tablet,,,,,,0.8537
Indobolin,50mg,Injection,,,,,,0.9047
N-Ciz,1000mg,Injection,,,,,,0.0146
FE,Stop,150mg,Oral,Drops,,,,0.4847
Somazina,P,Tablet,,,,,,0.6190
Bekker,CF,200mg/200mg,Tablet,,,,,0.4697
PARAFIZZ,650,MG,TABLET,,,,,0.8140
Vomihexa,2mg,Oral,Drops,,,,,0.7642
Glimison,2mg,Tablet,,,,,,0.1273
VOMIFREE,DROP,,,,,,,0.2141
Vertirex,8mg,Tablet,,,,,,0.3091
Cistal,500mg,Tablet,,,,,,0.7550
Glimiprime,M,4mg/500mg,Tablet,,,,,0.7839
Paxitor,37.5mg,Tablet,CR,,,,,0.0877
Dorolon,50mg,Injection,,,,,,0.8440
Transimune,50mg,Tablet,,,,,,0.5212
Starpress-AM,XL,25,Tablet,,,,,0.3901
Bemet-G,1mg/500mg,Tablet,,,,,,0.2331
Sompraz,L,Capsule,SR,,,,,0.2435
Glimip,MP,1mg/500mg/15mg,Tablet,,,,,0.1808
Azolid,250mg,Tablet,,,,,,0.9692
Furome,500mg,Tablet,,,,,,0.6791
Erytop,N,Gel,,,,,,0.1711
Zithium,500,Tablet,,,,,,0.4945
Azutan,40,Tablet,,,,,,0.0619
Rabigal,20mg,Tablet,,,,,,0.9290
Amoxy,A,Forte,Capsule,,,,,0.2842
Cladoxim,100,mg/62.5,mg,Tablet,,,,0.8644
Sydrox,125mg,Tablet,DT,,,,,0.8825
Etoripen,90mg,Tablet,,,,,,0.8625
Cefro,DX,200mg,Tablet,DT,,,,0.1360
Vinocef,200mg,Tablet,,,,,,0.1148
Rabihex,D,30mg/20mg,Capsule,,,,,0.7814
Ofvan,200mg,Tablet,,,,,,0.8286
Gabamax,NT,50mg/10mg,Tablet,,,,,0.1061
Azunate,L,40,mg/240,mg,Syrup,,,0.8423
Accuon,200mg,Tablet,,,,,,0.3845
Vibpan-IT,Capsule,SR,,,,,,0.5577
Laxitas,Syrup,,,,,,,0.1794
Drotway,M,80mg/250mg,Tablet,,,,,0.3026
Tacip,500mg,Tablet,,,,,,0.6655
Vebact,500mg/500mg,Injection,,,,,,0.3012
Moxiblu,KT,Eye,Drop,,,,,0.1606
Opec,50mg/5ml,Suspension,,,,,,0.7020
Morzec,1000mg,Injection,,,,,,0.2608
O,Ron,200mg,Tablet,,,,,0.2938
Larimar,S,60mg,Injection,,,,,0.0794
Isorest,10mg,Tablet,,,,,,0.3273
Bardol,100mg,Injection,,,,,,0.5506
Nebivie,5,Tablet,,,,,,0.5529
Onmex,8mg,Tablet,MD,,,,,0.0137
Zodec,25mg,Injection,,,,,,0.7450
Vomijoy,DP,10mg/10mg/2.5mg,Tablet,,,,,0.8856
Ubeta,16mg,Tablet,,,,,,0.8041
Apidra,100IU/ml,Solution,for,Injection,,,,0.1739
Lupigest,300,Soft,Gelatin,Capsule,,,,0.7309
Ceftolon,500mg,Injection,,,,,,0.5248
Temsan,20,Tablet,,,,,,0.3617
Amivane,Plus,12.5,mg/5,mg,Tablet,,,0.2838
Bonzil,10mg,Tablet,,,,,,0.6986
Gluconorm-G,3,Forte,Tablet,PR,,,,0.6106
Olzic,10mg,Tablet,,,,,,0.0841
Flufen,Eye,Drop,,,,,,0.7664
Azitem,500mg,Tablet,,,,,,0.7207
No,Gas,150mg,Tablet,,,,,0.8400
Urotam,0.4mg,Tablet,,,,,,0.7777
Veribo,M,500mg/0.2mg,Tablet,,,,,0.0820
Monaclox,Plus,250,mg/250,mg,Capsule,,,0.1815
Ceporax,100mg,Tablet,DT,,,,,0.6643
Trojex,SB,500mg/500mg,Injection,,,,,0.6697
K,Promex,5mg,Syrup,,,,,0.2721
Iphalip,C,Syrup,,,,,,0.5539
Azinist,200mg,Oral,Suspension,,,,,0.0329
Valzaar,SM,Capsule,,,,,,0.3890
Unicar,50mg,Injection,,,,,,0.9378
Valvo,CR,200,Tablet,,,,,0.1409
Antiban,75,Tablet,,,,,,0.5199
Trither,AT,120mg,Injection,,,,,0.4209
Lock,40,Injection,,,,,,0.6280
Pregabid,ME,75,Capsule,,,,,0.0561
Acizole,D,10mg/20mg,Capsule,,,,,0.8495
Xclav,DS,Dry,Syrup,,,,,0.3495
DF,Plus,Gel,,,,,,0.3117
Ofrock,200mg,Tablet,,,,,,0.9096
Defungin,Cream,,,,,,,0.7662
Metgem,1gm,Tablet,ER,,,,,0.2146
Zedott,100mg,Capsule,,,,,,0.5894
Prolub,2%,Eye,Gel,,,,,0.4030
Orvinerv,P,750mcg/75mg,Capsule,,,,,0.6764
Allwel,CV,500mg/125mg,Tablet,,,,,0.0178
Prom,100mg,Tablet,,,,,,0.8748
Sucracoat,Suspension,,,,,,,0.9905
Bendup,Suspension,,,,,,,0.7040
Anzide,750mg,Tablet,,,,,,0.5698
Mopant,40mg,Tablet,,,,,,0.1411
Vecep,100,mg/62.5,mg,Tablet,,,,0.9192
Gloritel,M,40,Tablet,,,,,0.7648
Imuran,Tablet,,,,,,,0.1252
Sefzum,O,200mg/200mg,Tablet,,,,,0.9186
Tri,Glucodol,Tablet,,,,,,0.2587
CTD-T,40/6.25,Tablet,,,,,,0.6082
Glyrep,500mg,Tablet,,,,,,0.9568
Glitaris,M,7.5,Tablet,SR,,,,0.2318
Nigopram,Plus,0.5mg/10mg,Tablet,,,,,0.3665
Ocivox,50,Tablet,,,,,,0.9108
Eurythmic,100mg,Tablet,,,,,,0.6018
Serron,10mg,Tablet,,,,,,0.7598
Sucralto,Syrup,,,,,,,0.3706
Xorab,DSR,30mg/20mg,Capsule,,,,,0.5174
Wypan,40mg,Injection,,,,,,0.0028
ETORIK,90MG,TABLET,,,,,,0.5909
Follisti,Sure,HP,75IU,Injection,,,,0.1416
Diclom,MR,250mg/50mg/325mg,Tablet,,,,,0.8891
Kola,10mg,Tablet,,,,,,0.7709
Pensyn,200,mg/28.5,mg,Tablet,,,,0.1297
Painlok,0.50%,Eye,Drop,,,,,0.6041
Glador,3,Tablet,,,,,,0.0587
Effpod,200mg,Tablet,,,,,,0.0159
Maxicobb-Plus,Injection,,,,,,,0.3889
Dcg,150mg,Tablet,,,,,,0.6580
Pantovent,D,10mg/40mg,Tablet,,,,,0.6469
Cefizox,1gm,Injection,,,,,,0.2746
Nobleed,TM,500,mg/250,mg,Tablet,,,0.7728
Vestable,75mg,Tablet,,,,,,0.1580
Gentopic,FA,Cream,,,,,,0.1523
Mikka,250mg,Injection,,,,,,0.1768
Vanaz,1000mg,Injection,,,,,,0.5161
Doxzim,250mg,Tablet,,,,,,0.2412
Raslis,L,75,mg/20,mg,Capsule,,,0.5407
Omen,CT,40mg/6.25mg,Tablet,,,,,0.6361
Acinostop,1gm,Injection,,,,,,0.4595
Ellpara,Oral,Suspension,,,,,,0.4887
Pic,250mg,Tablet,,,,,,0.2891
TMT-HT,Tablet,,,,,,,0.5617
Migrabeta,60mg,Capsule,,,,,,0.6201
Ovidac,2K,Injection,,,,,,0.1894
Daltum,250mg,Injection,,,,,,0.2150
Recef,S,500,mg/250,mg,Injection,,,0.5359
Aclopen,P,Tablet,,,,,,0.8972
Esciren,Plus,0.5mg/10mg,Tablet,,,,,0.3258
Flaziros,6mg,Oral,Suspension,,,,,0.5492
Zyven,OD,25mg,Tablet,,,,,0.2184
Metteclear,20mg,Capsule,,,,,,0.8347
Oronac,25mg,Injection,,,,,,0.0085
Bactiflex,500mg,Tablet,,,,,,0.8318
Osorifa,Plus,KID,Tablet,,,,,0.0336
Relief,Plus,Tablet,,,,,,0.0172
Onditron,2mg/5ml,Syrup,,,,,,0.0153
BORO,PLUS,CREAM,40GM,,,,,0.2697
Etavert,8mg,Tablet,,,,,,0.8775
HHzole,Cream,,,,,,,0.1185
Pineva,1500mcg/100mg/100mg,Injection,,,,,,0.5002
Otofast,Ear,Drop,,,,,,0.2670
Venta,40mg,Tablet,,,,,,0.0857
Emprogest,EV,Tablet,,,,,,0.4399
Drovit,40mg,Injection,,,,,,0.2680
Apdil,500mg,Tablet,,,,,,0.3235
Ciprobid,200mg,Infusion,,,,,,0.9501
Fostera,20,mg/10,mg,Tablet,,,,0.4956
Thyrolix,100mcg,Tablet,,,,,,0.4457
Genster,80mg,Injection,,,,,,0.1590
Nitrosol,5mg,Injection,,,,,,0.9543
Actilex,500mg,Capsule,,,,,,0.6880
Maxxo,50mg,Suspension,,,,,,0.4793
Yourflox,250mg,Injection,,,,,,0.1902
Lifix,200mg,Tablet,,,,,,0.3015
Hiril,5mg,Tablet,,,,,,0.7787
Myset,Plus,Tablet,,,,,,0.0866
